"concept","concept_name","original_code","code","pregnancy_filter","vocabulary"
"C0157524","Other venous complication of pregnancy and the puerperium unspecified","L41y.,L41y0,L41yz","L41y0","end_of_pregnancy","RCD"
"C0157524","Other venous complication of pregnancy and the puerperium unspecified","L41y.,L41y0,L41yz","L41y.","end_of_pregnancy","RCD2"
"C0157524","Other venous complication of pregnancy and the puerperium unspecified","L41y.,L41y0,L41yz","L41y.","end_of_pregnancy","RCD"
"C0157525","Other venous complications of pregnancy and the puerperium, unspecified as to episode of care or not applicable","671.8","671.8","end_of_pregnancy","ICD9CM"
"C0157526","Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition","671.81","671.81","end_of_pregnancy","ICD9CM"
"C0157527","Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication","671.82","671.82","end_of_pregnancy","ICD9CM"
"C0157532","Unspecified venous complication of pregnancy and the puerperium, delivered, with or without mention of antepartum condition","671.91","671.91","end_of_pregnancy","ICD9CM"
"C0157533","Unspecified venous complication of pregnancy and the puerperium, delivered, with mention of postpartum complication","671.92","671.92","end_of_pregnancy","ICD9CM"
"C0157535","Venous complication in the puerperium","200275000,609497003,","200275000","end_of_pregnancy","SNOMEDCT_US"
"C0157535","Venous complication in the puerperium","200275000,609497003,","609497003","end_of_pregnancy","SNOMEDCT_US"
"C0157535","Venous complication in the puerperium","671.94","671.94","end_of_pregnancy","ICD9CM"
"C0157535","Venous complication in the puerperium","L41z6","L41z6","end_of_pregnancy","RCD2"
"C0157535","Venous complication in the puerperium","O87","O87","end_of_pregnancy","ICD10CM"
"C0157535","Venous complication in the puerperium","XaBML","XaBML","end_of_pregnancy","RCD"
"C0157536","Puerperal pyrexia of unknown origin","14597000,200277008,200279006,267365008,","200277008","end_of_pregnancy","SNOMEDCT_US"
"C0157536","Puerperal pyrexia of unknown origin","14597000,200277008,200279006,267365008,","200279006","end_of_pregnancy","SNOMEDCT_US"
"C0157536","Puerperal pyrexia of unknown origin","14597000,200277008,200279006,267365008,","267365008","end_of_pregnancy","SNOMEDCT_US"
"C0157536","Puerperal pyrexia of unknown origin","14597000,200277008,200279006,267365008,","14597000","end_of_pregnancy","SNOMEDCT_US"
"C0157536","Puerperal pyrexia of unknown origin","672","672","end_of_pregnancy","ICD9CM"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L4200","end_of_pregnancy","RCD"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L4200","end_of_pregnancy","RCD2"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L42..","end_of_pregnancy","RCD"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L42..","end_of_pregnancy","RCD2"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L4200","end_of_pregnancy","RCD"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L4200","end_of_pregnancy","RCD2"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L42..","end_of_pregnancy","RCD"
"C0157536","Puerperal pyrexia of unknown origin","L42..,L4200","L42..","end_of_pregnancy","RCD2"
"C0157536","Puerperal pyrexia of unknown origin","O86.4","O86.4","end_of_pregnancy","ICD10CM"
"C0157542","Obstetrical air embolism, unspecified as to episode of care or not applicable","673","673","end_of_pregnancy","ICD9CM"
"C0157543","Obstetrical air embolism, delivered, with or without mention of antepartum condition","673.01","673.01","end_of_pregnancy","ICD9CM"
"C0157544","Obstetrical air embolism, delivered, with mention of postpartum complication","673.02","673.02","end_of_pregnancy","ICD9CM"
"C0157545","Obstetrical air embolism, antepartum condition or complication","673.03","673.03","end_of_pregnancy","ICD9CM"
"C0157546","Obstetrical air embolism, postpartum condition or complication","673.04","673.04","end_of_pregnancy","ICD9CM"
"C0157548","Amniotic fluid pulmonary embolism - delivered","200294005,","200294005","end_of_pregnancy","SNOMEDCT_US"
"C0157548","Amniotic fluid pulmonary embolism - delivered","673.11","673.11","end_of_pregnancy","ICD9CM"
"C0157548","Amniotic fluid pulmonary embolism - delivered","L4311","L4311","end_of_pregnancy","RCD2"
"C0157548","Amniotic fluid pulmonary embolism - delivered","L4311","L4311","end_of_pregnancy","RCD"
"C0157548","Amniotic fluid pulmonary embolism - delivered","L4311","L4311","end_of_pregnancy","RCD2"
"C0157548","Amniotic fluid pulmonary embolism - delivered","L4311","L4311","end_of_pregnancy","RCD"
"C0157549","Amniotic fluid embolism, delivered, with mention of postpartum complication","673.12","673.12","end_of_pregnancy","ICD9CM"
"C0157550","Amniotic fluid embolism, antepartum condition or complication","673.13","673.13","end_of_pregnancy","ICD9CM"
"C0157551","Amniotic fluid embolism, postpartum condition or complication","673.14","673.14","end_of_pregnancy","ICD9CM"
"C0157552","Obstetrical blood clot embolism","60601008,","60601008","end_of_pregnancy","SNOMEDCT_US"
"C0157552","Obstetrical blood clot embolism","673.2","673.2","end_of_pregnancy","ICD9CM"
"C0157552","Obstetrical blood clot embolism","O88.2","O88.2","end_of_pregnancy","ICD10CM"
"C0157554","Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition","673.21","673.21","end_of_pregnancy","ICD9CM"
"C0157555","Obstetrical blood-clot embolism, delivered, with mention of postpartum complication","673.22","673.22","end_of_pregnancy","ICD9CM"
"C0157556","Obstetrical blood-clot embolism, antepartum","673.23","673.23","end_of_pregnancy","ICD9CM"
"C0157557","Obstetrical blood-clot embolism, postpartum condition or complication","673.24","673.24","end_of_pregnancy","ICD9CM"
"C0157559","Obstetric pyemic and septic pulmonary embolism","200306002,200307006,200312007,267284008,","200306002","end_of_pregnancy","SNOMEDCT_US"
"C0157559","Obstetric pyemic and septic pulmonary embolism","200306002,200307006,200312007,267284008,","200307006","end_of_pregnancy","SNOMEDCT_US"
"C0157559","Obstetric pyemic and septic pulmonary embolism","200306002,200307006,200312007,267284008,","200312007","end_of_pregnancy","SNOMEDCT_US"
"C0157559","Obstetric pyemic and septic pulmonary embolism","200306002,200307006,200312007,267284008,","267284008","end_of_pregnancy","SNOMEDCT_US"
"C0157559","Obstetric pyemic and septic pulmonary embolism","673.3","673.3","end_of_pregnancy","ICD9CM"
"C0157559","Obstetric pyemic and septic pulmonary embolism","L433.,L4330,L433z","L4330","end_of_pregnancy","RCD2"
"C0157559","Obstetric pyemic and septic pulmonary embolism","L433.,L4330,L433z","L433z","end_of_pregnancy","RCD2"
"C0157559","Obstetric pyemic and septic pulmonary embolism","L433.,L4330,L433z","L433.","end_of_pregnancy","RCD2"
"C0157559","Obstetric pyemic and septic pulmonary embolism","XE0xM,L4330,L433z","XE0xM","end_of_pregnancy","RCD"
"C0157559","Obstetric pyemic and septic pulmonary embolism","XE0xM,L4330,L433z","L433z","end_of_pregnancy","RCD"
"C0157559","Obstetric pyemic and septic pulmonary embolism","XE0xM,L4330,L433z","L4330","end_of_pregnancy","RCD"
"C0157560","Obstetrical pyemic and septic embolism, delivered, with or without mention of antepartum condition","673.31","673.31","end_of_pregnancy","ICD9CM"
"C0157561","Obstetrical pyemic and septic embolism, delivered, with mention of postpartum complication","673.32","673.32","end_of_pregnancy","ICD9CM"
"C0157562","Obstetrical pyemic and septic embolism, antepartum condition or complication","673.33","673.33","end_of_pregnancy","ICD9CM"
"C0157563","Obstetrical pyemic and septic embolism, postpartum condition or complication","673.34","673.34","end_of_pregnancy","ICD9CM"
"C0157564","Other obstetric pulmonary embolism unspecified","200313002,200314008,200319003,","200313002","end_of_pregnancy","SNOMEDCT_US"
"C0157564","Other obstetric pulmonary embolism unspecified","200313002,200314008,200319003,","200314008","end_of_pregnancy","SNOMEDCT_US"
"C0157564","Other obstetric pulmonary embolism unspecified","200313002,200314008,200319003,","200319003","end_of_pregnancy","SNOMEDCT_US"
"C0157564","Other obstetric pulmonary embolism unspecified","673.8","673.8","end_of_pregnancy","ICD9CM"
"C0157564","Other obstetric pulmonary embolism unspecified","L43y.,L43y0,L43yz","L43yz","end_of_pregnancy","RCD2"
"C0157564","Other obstetric pulmonary embolism unspecified","L43y.,L43y0,L43yz","L43y0","end_of_pregnancy","RCD2"
"C0157564","Other obstetric pulmonary embolism unspecified","L43y.,L43y0,L43yz","L43y.","end_of_pregnancy","RCD2"
"C0157564","Other obstetric pulmonary embolism unspecified","XE0xN,L43y0,L43yz","L43y0","end_of_pregnancy","RCD"
"C0157564","Other obstetric pulmonary embolism unspecified","XE0xN,L43y0,L43yz","L43yz","end_of_pregnancy","RCD"
"C0157564","Other obstetric pulmonary embolism unspecified","XE0xN,L43y0,L43yz","XE0xN","end_of_pregnancy","RCD"
"C0157565","Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable","673.8","673.8","end_of_pregnancy","ICD9CM"
"C0157566","Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition","673.81","673.81","end_of_pregnancy","ICD9CM"
"C0157567","Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication","673.82","673.82","end_of_pregnancy","ICD9CM"
"C0157568","Other obstetrical pulmonary embolism, antepartum condition or complication","673.83","673.83","end_of_pregnancy","ICD9CM"
"C0157569","Other obstetrical pulmonary embolism, postpartum condition or complication","673.84","673.84","end_of_pregnancy","ICD9CM"
"C0157571","Cerebrovascular disorder in the puerperium","200328002,200329005,200334009,6594005,","200328002","end_of_pregnancy","SNOMEDCT_US"
"C0157571","Cerebrovascular disorder in the puerperium","200328002,200329005,200334009,6594005,","200329005","end_of_pregnancy","SNOMEDCT_US"
"C0157571","Cerebrovascular disorder in the puerperium","200328002,200329005,200334009,6594005,","6594005","end_of_pregnancy","SNOMEDCT_US"
"C0157571","Cerebrovascular disorder in the puerperium","200328002,200329005,200334009,6594005,","200334009","end_of_pregnancy","SNOMEDCT_US"
"C0157571","Cerebrovascular disorder in the puerperium","674","674","end_of_pregnancy","ICD9CM"
"C0157571","Cerebrovascular disorder in the puerperium","L440.,L4400,L440z","L440z","end_of_pregnancy","RCD2"
"C0157571","Cerebrovascular disorder in the puerperium","L440.,L4400,L440z","L4400","end_of_pregnancy","RCD2"
"C0157571","Cerebrovascular disorder in the puerperium","L440.,L4400,L440z","L440.","end_of_pregnancy","RCD2"
"C0157571","Cerebrovascular disorder in the puerperium","XE2sl,L4400,L440z","XE2sl","end_of_pregnancy","RCD"
"C0157571","Cerebrovascular disorder in the puerperium","XE2sl,L4400,L440z","L4400","end_of_pregnancy","RCD"
"C0157571","Cerebrovascular disorder in the puerperium","XE2sl,L4400,L440z","L440z","end_of_pregnancy","RCD"
"C0157572","Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable","674","674","end_of_pregnancy","ICD9CM"
"C0157573","Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition","674.01","674.01","end_of_pregnancy","ICD9CM"
"C0157574","Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication","674.02","674.02","end_of_pregnancy","ICD9CM"
"C0157575","Cerebrovascular disorders, antepartum","674.03","674.03","end_of_pregnancy","ICD9CM"
"C0157579","Disruption of cesarean wound, with delivery, with mention of postpartum complication","674.12","674.12","end_of_pregnancy","ICD9CM"
"C0157582","Disruption of perineal wound, unspecified as to episode of care or not applicable","674.2","674.2","end_of_pregnancy","ICD9CM"
"C0157583","Disruption of perineal wound, delivered, with mention of postpartum complication","674.22","674.22","end_of_pregnancy","ICD9CM"
"C0157585","Other complication of obstetric surgical wound unspecified","200345007,200346008,200349001,","200346008","interruption_pregnancy","SNOMEDCT_US"
"C0157585","Other complication of obstetric surgical wound unspecified","200345007,200346008,200349001,","200349001","interruption_pregnancy","SNOMEDCT_US"
"C0157585","Other complication of obstetric surgical wound unspecified","200345007,200346008,200349001,","200345007","interruption_pregnancy","SNOMEDCT_US"
"C0157585","Other complication of obstetric surgical wound unspecified","674.3","674.3","interruption_pregnancy","ICD9CM"
"C0157585","Other complication of obstetric surgical wound unspecified","L443.,L4430,L443z","L443.","interruption_pregnancy","RCD2"
"C0157585","Other complication of obstetric surgical wound unspecified","L443.,L4430,L443z","L4430","interruption_pregnancy","RCD2"
"C0157585","Other complication of obstetric surgical wound unspecified","L443.,L4430,L443z","L443z","interruption_pregnancy","RCD2"
"C0157585","Other complication of obstetric surgical wound unspecified","XE0xO,L4430,L443z","L443z","interruption_pregnancy","RCD"
"C0157585","Other complication of obstetric surgical wound unspecified","XE0xO,L4430,L443z","L4430","interruption_pregnancy","RCD"
"C0157585","Other complication of obstetric surgical wound unspecified","XE0xO,L4430,L443z","XE0xO","interruption_pregnancy","RCD"
"C0157586","Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable","674.3","674.3","interruption_pregnancy","ICD9CM"
"C0157587","Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication","674.32","674.32","end_of_pregnancy","ICD9CM"
"C0157588","Other complications of obstetrical surgical wounds, postpartum condition or complication","674.34","674.34","end_of_pregnancy","ICD9CM"
"C0157589","Placental polyp, unspecified as to episode of care or not applicable","674.4","674.4","ongoing_pregnancy","ICD9CM"
"C0157590","Placental polyp, delivered, with mention of postpartum complication","674.42","674.42","end_of_pregnancy","ICD9CM"
"C0157591","Placental polyp, postpartum","674.44","674.44","end_of_pregnancy","ICD9CM"
"C0157592","Other complications of the puerperium","200354005,200358008,","200354005","end_of_pregnancy","SNOMEDCT_US"
"C0157592","Other complications of the puerperium","200354005,200358008,","200358008","end_of_pregnancy","SNOMEDCT_US"
"C0157592","Other complications of the puerperium","674.8","674.8","end_of_pregnancy","ICD9CM"
"C0157592","Other complications of the puerperium","L44y.,L44yz","L44y.","end_of_pregnancy","RCD2"
"C0157592","Other complications of the puerperium","L44y.,L44yz","L44yz","end_of_pregnancy","RCD2"
"C0157592","Other complications of the puerperium","XE0xP,XE0xQ","XE0xP","end_of_pregnancy","RCD"
"C0157592","Other complications of the puerperium","XE0xP,XE0xQ","XE0xQ","end_of_pregnancy","RCD"
"C0157594","Other complications of puerperium, delivered, with mention of postpartum complication","674.82","674.82","end_of_pregnancy","ICD9CM"
"C0157597","Unspecified complications of puerperium, delivered, with mention of postpartum complication","674.92","674.92","end_of_pregnancy","ICD9CM"
"C0157600","Infections of nipple associated with childbirth, unspecified as to episode of care or not applicable","675","675","end_of_pregnancy","ICD9CM"
"C0157601","Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition","675.01","675.01","end_of_pregnancy","ICD9CM"
"C0157602","Infections of nipple associated with childbirth, delivered, with mention of postpartum complication","675.02","675.02","end_of_pregnancy","ICD9CM"
"C0157603","Infections of nipple associated with childbirth, antepartum condition or complication","675.03","675.03","end_of_pregnancy","ICD9CM"
"C0157604","Infections of nipple associated with childbirth, postpartum condition or complication","675.04","675.04","end_of_pregnancy","ICD9CM"
"C0157606","Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable","675.1","675.1","end_of_pregnancy","ICD9CM"
"C0157607","Abscess of breast associated with childbirth, delivered, with or without mention of antepartum condition","675.11","675.11","end_of_pregnancy","ICD9CM"
"C0157608","Abscess of breast associated with childbirth, delivered, with mention of postpartum complication","675.12","675.12","end_of_pregnancy","ICD9CM"
"C0157613","Nonpurulent mastitis associated with childbirth, delivered, with or without mention of antepartum condition","675.21","675.21","end_of_pregnancy","ICD9CM"
"C0157614","Nonpurulent mastitis associated with childbirth, delivered, with mention of postpartum complication","675.22","675.22","end_of_pregnancy","ICD9CM"
"C0157617","Other specified infections of the breast and nipple associated with childbirth","675.8","675.8","end_of_pregnancy","ICD9CM"
"C0157618","Other specified infections of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","675.8","675.8","end_of_pregnancy","ICD9CM"
"C0157619","Other specified infections of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","675.81","675.81","end_of_pregnancy","ICD9CM"
"C0157620","Other specified infections of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication","675.82","675.82","end_of_pregnancy","ICD9CM"
"C0157621","Other specified infections of the breast and nipple associated with childbirth, antepartum condition or complication","675.83","675.83","end_of_pregnancy","ICD9CM"
"C0157622","Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication","675.84","675.84","end_of_pregnancy","ICD9CM"
"C0157623","Unspecified infection of the breast and nipple associated with childbirth","675","675","end_of_pregnancy","ICD9CM"
"C0157624","Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","675.9","675.9","end_of_pregnancy","ICD9CM"
"C0157625","Unspecified infection of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","675.91","675.91","end_of_pregnancy","ICD9CM"
"C0157626","Unspecified infection of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication","675.92","675.92","end_of_pregnancy","ICD9CM"
"C0157627","Unspecified infection of the breast and nipple associated with childbirth, antepartum condition or complication","675.93","675.93","end_of_pregnancy","ICD9CM"
"C0157628","Unspecified infection of the breast and nipple associated with childbirth, postpartum condition or complication","675.94","675.94","end_of_pregnancy","ICD9CM"
"C0157630","Retracted nipple associated with childbirth","676","676","end_of_pregnancy","ICD9CM"
"C0157630","Retracted nipple associated with childbirth","74955002","74955002","end_of_pregnancy","SNOMEDCT_US"
"C0157630","Retracted nipple associated with childbirth","O92.0","O92.0","end_of_pregnancy","ICD10CM"
"C0157631","Retracted nipple associated with childbirth, unspecified as to episode of care or not applicable","676","676","end_of_pregnancy","ICD9CM"
"C0157632","Retracted nipple associated with childbirth, delivered, with or without mention of antepartum condition","676.01","676.01","end_of_pregnancy","ICD9CM"
"C0157633","Retracted nipple associated with childbirth, delivered, with mention of postpartum complication","676.02","676.02","end_of_pregnancy","ICD9CM"
"C0157634","Retracted nipple associated with childbirth, antepartum condition or complication","676.03","676.03","end_of_pregnancy","ICD9CM"
"C0157635","Retracted nipple associated with childbirth, postpartum condition or complication","676.04","676.04","end_of_pregnancy","ICD9CM"
"C0157636","Cracked nipple associated with childbirth","35716006","35716006","end_of_pregnancy","SNOMEDCT_US"
"C0157636","Cracked nipple associated with childbirth","676.1","676.1","end_of_pregnancy","ICD9CM"
"C0157636","Cracked nipple associated with childbirth","O92.1","O92.1","end_of_pregnancy","ICD10CM"
"C0157637","Cracked nipple associated with childbirth, unspecified as to episode of care or not applicable","676.1","676.1","end_of_pregnancy","ICD9CM"
"C0157638","Cracked nipple associated with childbirth, delivered, with or without mention of antepartum condition","676.11","676.11","end_of_pregnancy","ICD9CM"
"C0157639","Cracked nipple associated with childbirth, delivered, with mention of postpartum complication","676.12","676.12","end_of_pregnancy","ICD9CM"
"C0157640","Cracked nipple associated with childbirth, antepartum condition or complication","676.13","676.13","end_of_pregnancy","ICD9CM"
"C0157641","Cracked nipple associated with childbirth, postpartum condition or complication","676.14","676.14","end_of_pregnancy","ICD9CM"
"C0157642","Engorgement of breasts associated with childbirth","55613002","55613002","end_of_pregnancy","SNOMEDCT_US"
"C0157642","Engorgement of breasts associated with childbirth","676.2","676.2","end_of_pregnancy","ICD9CM"
"C0157643","Engorgement of breasts associated with childbirth, unspecified as to episode of care or not applicable","676.2","676.2","end_of_pregnancy","ICD9CM"
"C0157644","Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition","676.21","676.21","end_of_pregnancy","ICD9CM"
"C0157645","Engorgement of breasts associated with childbirth, delivered, with mention of postpartum complication","676.22","676.22","end_of_pregnancy","ICD9CM"
"C0157646","Engorgement of breast associated with childbirth, antepartum","676.23","676.23","end_of_pregnancy","ICD9CM"
"C0157647","Engorgement of breast associated with childbirth, postpartum","676.24","676.24","end_of_pregnancy","ICD9CM"
"C0157648","Other and unspecified disorders of breast associated with childbirth","200567007,","200567007","end_of_pregnancy","SNOMEDCT_US"
"C0157648","Other and unspecified disorders of breast associated with childbirth","676.3","676.3","end_of_pregnancy","ICD9CM"
"C0157648","Other and unspecified disorders of breast associated with childbirth","Lyu68","Lyu68","end_of_pregnancy","RCD"
"C0157648","Other and unspecified disorders of breast associated with childbirth","Lyu68","Lyu68","end_of_pregnancy","RCD2"
"C0157648","Other and unspecified disorders of breast associated with childbirth","Lyu68","Lyu68","end_of_pregnancy","RCD"
"C0157648","Other and unspecified disorders of breast associated with childbirth","Lyu68","Lyu68","end_of_pregnancy","RCD2"
"C0157648","Other and unspecified disorders of breast associated with childbirth","O92.2","O92.2","end_of_pregnancy","ICD10CM"
"C0157649","Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable","676.3","676.3","end_of_pregnancy","ICD9CM"
"C0157650","Other and unspecified disorder of breast associated with childbirth, delivered, with or without mention of antepartum condition","676.31","676.31","end_of_pregnancy","ICD9CM"
"C0157651","Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication","676.32","676.32","end_of_pregnancy","ICD9CM"
"C0157652","Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication","676.33","676.33","end_of_pregnancy","ICD9CM"
"C0157653","Other and unspecified disorder of breast associated with childbirth, postpartum condition or complication","676.34","676.34","end_of_pregnancy","ICD9CM"
"C0157655","Failure of lactation - delivered","200433004,","200433004","end_of_pregnancy","SNOMEDCT_US"
"C0157655","Failure of lactation - delivered","676.41","676.41","end_of_pregnancy","ICD9CM"
"C0157655","Failure of lactation - delivered","L4641","L4641","end_of_pregnancy","RCD2"
"C0157655","Failure of lactation - delivered","L4641","L4641","end_of_pregnancy","RCD"
"C0157655","Failure of lactation - delivered","L4641","L4641","end_of_pregnancy","RCD2"
"C0157655","Failure of lactation - delivered","L4641","L4641","end_of_pregnancy","RCD"
"C0157656","Failure of lactation with postnatal complication","200434005,200436007,","200434005","end_of_pregnancy","SNOMEDCT_US"
"C0157656","Failure of lactation with postnatal complication","200434005,200436007,","200436007","end_of_pregnancy","SNOMEDCT_US"
"C0157656","Failure of lactation with postnatal complication","676.42,676.44","676.42","end_of_pregnancy","ICD9CM"
"C0157656","Failure of lactation with postnatal complication","676.42,676.44","676.44","end_of_pregnancy","ICD9CM"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4642","end_of_pregnancy","RCD2"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4642","end_of_pregnancy","RCD"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4642","end_of_pregnancy","RCD2"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4642","end_of_pregnancy","RCD"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4644","end_of_pregnancy","RCD2"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4644","end_of_pregnancy","RCD"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4644","end_of_pregnancy","RCD2"
"C0157656","Failure of lactation with postnatal complication","L4642,L4644","L4644","end_of_pregnancy","RCD"
"C0157657","Failure of lactation with antenatal complication","200435006,","200435006","end_of_pregnancy","SNOMEDCT_US"
"C0157657","Failure of lactation with antenatal complication","676.43","676.43","end_of_pregnancy","ICD9CM"
"C0157657","Failure of lactation with antenatal complication","L4643","L4643","end_of_pregnancy","RCD"
"C0157657","Failure of lactation with antenatal complication","L4643","L4643","end_of_pregnancy","RCD2"
"C0157657","Failure of lactation with antenatal complication","L4643","L4643","end_of_pregnancy","RCD"
"C0157657","Failure of lactation with antenatal complication","L4643","L4643","end_of_pregnancy","RCD2"
"C0157660","Suppressed lactation - delivered","200439000,","200439000","end_of_pregnancy","SNOMEDCT_US"
"C0157660","Suppressed lactation - delivered","676.51","676.51","end_of_pregnancy","ICD9CM"
"C0157660","Suppressed lactation - delivered","L4651","L4651","end_of_pregnancy","RCD"
"C0157660","Suppressed lactation - delivered","L4651","L4651","end_of_pregnancy","RCD2"
"C0157660","Suppressed lactation - delivered","L4651","L4651","end_of_pregnancy","RCD"
"C0157660","Suppressed lactation - delivered","L4651","L4651","end_of_pregnancy","RCD2"
"C0157661","Suppressed lactation with postnatal complication","200440003,200442006,","200442006","end_of_pregnancy","SNOMEDCT_US"
"C0157661","Suppressed lactation with postnatal complication","200440003,200442006,","200440003","end_of_pregnancy","SNOMEDCT_US"
"C0157661","Suppressed lactation with postnatal complication","676.52,676.54","676.54","end_of_pregnancy","ICD9CM"
"C0157661","Suppressed lactation with postnatal complication","676.52,676.54","676.52","end_of_pregnancy","ICD9CM"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4652","end_of_pregnancy","RCD2"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4652","end_of_pregnancy","RCD"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4652","end_of_pregnancy","RCD2"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4652","end_of_pregnancy","RCD"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4654","end_of_pregnancy","RCD2"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4654","end_of_pregnancy","RCD"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4654","end_of_pregnancy","RCD2"
"C0157661","Suppressed lactation with postnatal complication","L4652,L4654","L4654","end_of_pregnancy","RCD"
"C0157662","Suppressed lactation with antenatal complication","200441004,","200441004","end_of_pregnancy","SNOMEDCT_US"
"C0157662","Suppressed lactation with antenatal complication","676.53","676.53","end_of_pregnancy","ICD9CM"
"C0157662","Suppressed lactation with antenatal complication","L4653","L4653","end_of_pregnancy","RCD2"
"C0157662","Suppressed lactation with antenatal complication","L4653","L4653","end_of_pregnancy","RCD"
"C0157662","Suppressed lactation with antenatal complication","L4653","L4653","end_of_pregnancy","RCD2"
"C0157662","Suppressed lactation with antenatal complication","L4653","L4653","end_of_pregnancy","RCD"
"C0157665","Galactorrhea, with delivery, with or without mention of antepartum condition","676.61","676.61","end_of_pregnancy","ICD9CM"
"C0157666","Galactorrhea associated with childbirth, delivered, with mention of postpartum complication","676.62","676.62","end_of_pregnancy","ICD9CM"
"C0157667","Galactorrhea associated with childbirth, antepartum condition or complication","676.63","676.63","end_of_pregnancy","ICD9CM"
"C0157668","Galactorrhea associated with childbirth, postpartum condition or complication","676.64","676.64","end_of_pregnancy","ICD9CM"
"C0157669","Other and unspecified disorders of lactation","200452005,200453000,200458009,200568002,","200453000","end_of_pregnancy","SNOMEDCT_US"
"C0157669","Other and unspecified disorders of lactation","200452005,200453000,200458009,200568002,","200458009","end_of_pregnancy","SNOMEDCT_US"
"C0157669","Other and unspecified disorders of lactation","200452005,200453000,200458009,200568002,","200452005","end_of_pregnancy","SNOMEDCT_US"
"C0157669","Other and unspecified disorders of lactation","200452005,200453000,200458009,200568002,","200568002","end_of_pregnancy","SNOMEDCT_US"
"C0157669","Other and unspecified disorders of lactation","676.8","676.8","end_of_pregnancy","ICD9CM"
"C0157669","Other and unspecified disorders of lactation","L46y.,L46y0,L46yz,Lyu69","Lyu69","end_of_pregnancy","RCD2"
"C0157669","Other and unspecified disorders of lactation","L46y.,L46y0,L46yz,Lyu69","L46yz","end_of_pregnancy","RCD2"
"C0157669","Other and unspecified disorders of lactation","L46y.,L46y0,L46yz,Lyu69","L46y0","end_of_pregnancy","RCD2"
"C0157669","Other and unspecified disorders of lactation","L46y.,L46y0,L46yz,Lyu69","L46y.","end_of_pregnancy","RCD2"
"C0157669","Other and unspecified disorders of lactation","O92.7","O92.7","end_of_pregnancy","ICD10CM"
"C0157669","Other and unspecified disorders of lactation","XE2QZ,L46y0,L46yz,Lyu69","L46yz","end_of_pregnancy","RCD"
"C0157669","Other and unspecified disorders of lactation","XE2QZ,L46y0,L46yz,Lyu69","L46y0","end_of_pregnancy","RCD"
"C0157669","Other and unspecified disorders of lactation","XE2QZ,L46y0,L46yz,Lyu69","XE2QZ","end_of_pregnancy","RCD"
"C0157669","Other and unspecified disorders of lactation","XE2QZ,L46y0,L46yz,Lyu69","Lyu69","end_of_pregnancy","RCD"
"C0157671","Other disorder of lactation - delivered","200454006,","200454006","end_of_pregnancy","SNOMEDCT_US"
"C0157671","Other disorder of lactation - delivered","676.81","676.81","end_of_pregnancy","ICD9CM"
