"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Major congenital anomalies","ICPC","H80","Congenital anomalies of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","ICPC","N85","Congenital anomalies","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","ICPC","N85","Congenital neurologic anomalies","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","ICPC","R89","Congenital anomal respiratory system","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","ICPC","U85","Congenital anomalies urinary tract","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","MTHICD9","742.9","Congenital deformity of nervous system","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","MTHICD9","743.9","Congenital anomaly NOS of any part of eye","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","MTHICD9","744.3","Unspecified congenital anomaly of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","MTHICD9","746.9","Congenital anomaly of heart NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","MTHICD9","746.9","Congenital heart disease NOS","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","MTHICD9","747.9","Unspecified congenital anomaly of circulatory system","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","MTHICD9","748.9","Anomaly of respiratory system NOS","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","MTHICD9","749.2","Cheilopalatoschisis","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","MTHICD9","750.6","Displacement of cardia through esophageal hiatus","C0158674","Congenital hiatus hernia",NA,"N/A"
"Major congenital anomalies","MTHICD9","751.9","Congenital anomaly NOS of digestive system NOS","C0266015","Congenital digestive system anomalies",NA,"N/A"
"Major congenital anomalies","MTHICD9","752.9","Congenital anomaly NOS of genital organ, NEC","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","MTHICD9","753.9","Congenital anomaly NOS of urinary system","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","MTHICD9","757.9","Congenital anomaly NOS of integument","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","RCD2","P....","Congenital anomalies","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","RCD2","P0...","Anencephalus+similar anomal.","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P0z..","Anencephalus+similar anom.NOS","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P1...","Spina bifida","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","RCD2","P1z..","Spina bifida NOS","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","RCD2","P2...","Other nerv.sys.congenital anom","C0158538","Other nervous system congenital anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P2y..","Unspec.nervous system anomaly","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P2yz.","Unspec.nerv.syst.anomaly NOS","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P2z..","Nervous system anomalies NOS","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P3...","Congenital eye anomalies","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","RCD2","P3z..","Congenital eye anomalies NOS","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","RCD2","P43..","Congenital ear anomaly NOS","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","RCD2","P6...","Other congenital heart anomal.","C0158611","Other congenital heart anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P68..","Congenital heart disease","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","RCD2","P6zz.","Congenital heart anomaly NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","RCD2","P7...","Other congen.circ.syst.anomal.","C0158625","Other congenital circulatory system anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","P7z..","Circulatory system anomaly NOS","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","RCD2","P8...","Resp.system congenital anomal.","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","RCD2","P8z..","Respiratory system anomaly NOS","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","RCD2","P9...","Cleft palate and lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","RCD2","P92..","Cleft palate with cleft lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","RCD2","P920.","Cleft palate+cleft lip unspec.","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","RCD2","P92z.","Cleft palate with cl.lip NOS","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","RCD2","PA...","Other congen.upper GIT anomal.","C2910173","Other congenital upper alimentary tract anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PA6..","Congenital hiatus hernia","C0158674","Congenital hiatus hernia",NA,"N/A"
"Major congenital anomalies","RCD2","PB...","Other congen.digestive anom.","C0158678","Other congenital malformations of the digestive system",NA,"N/A"
"Major congenital anomalies","RCD2","PBz..","Digestive system anomalies NOS","C0266015","Congenital digestive system anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PC...","Congen.genital organ anomalies","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","RCD2","PCz..","Genital organ anomaly NOS","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","RCD2","PD...","Urinary system cong.anomalies","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","RCD2","PDz..","Urinary system anomalies NOS","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","RCD2","PE...","Certain cong.musculosk.deform","C0158709","Certain congenital musculoskeletal deformities",NA,"N/A"
"Major congenital anomalies","RCD2","PE9..","Other musc skeletal deformity","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PF...","Other congen.limb anomalies","C0158732","Other congenital limb anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PG...","Other musculoskeletal anomal.","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PHz..","Integument anomalies NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","RCD2","PJ...","Chromosomal anomalies","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","RCD2","PJz..","Chromosomal anomalies NOS","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","RCD2","PJzz.","Chromosomal anomaly NOS","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","RCD2","PK...","Other congenital anomalies","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","PKz..","Other anomalies NOS","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu0.","[X]Cong malforms nerv system","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu1.","[X]Cong malf eye/ear/face/neck","C0477977","Congenital malformations of eye, ear, face and neck",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu1D","[X]Oth specif cong malf ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu2.","[X]Cong malf of circul system","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu2K","[X]Cong malf circul syst,unsp","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu3.","[X]Congen malf respirat syst","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu5.","[X]Oth cong malf digest syst","C0158678","Other congenital malformations of the digestive system",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu6.","[X]Cong malf of genital organ","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu7.","[X]Cong malform urinary syst","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","RCD2","Pyu9.","[X]Oth congenit malformations","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","RCD2","Pz...","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","107656002","Congenital anomaly","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","112635002","Congenital malformation","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","118642009","Congenital anomaly of the urinary tract proper","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","13213009","Congenital anomaly of heart","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","13213009","Congenital heart disease","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156884008","Anencephalus and similar anomalies","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156888006","Spina bifida","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156897005","Congenital abnormality of eye","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156902006","Congenital eye anomaly NOS","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156903001","Congenital anomaly of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156906009","Congenital ear anomaly NOS","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156911006","Congenital heart defect","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156911006","Congenital heart disease","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156926008","Congenital heart anomaly NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156933008","Congenital abnormality of respiratory system","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156939007","Cleft palate and lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156942001","Cleft palate and lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156963004","Congenital malformation of genital organs","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156971000","Congenital urinary anomalies","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156980000","Urinary system anomalies NOS","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","156994004","Other musculoskeletal deformity","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157009008","Other congenital anomalies","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157017000","Congen.integument anomaly NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157018005","Chromosomal abnormality","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157023005","Chromosomal anomalies NOS","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157028001","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157033002","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","157034008","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","19416009","Congenital anomaly of eye","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","203922009","Anencephalus and similar anomalies","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","203930005","Anencephalus and similar anomalies NOS","C0158530","Anencephalus and similar anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204017003","Spina bifida NOS","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204018008","Other nervous system congenital anomalies","C0158538","Other nervous system congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204093003","Unspecified nervous system anomaly of brain, cord and nervous system","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204096006","Unspecified nervous system anomaly NOS","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204097002","Nervous system anomalies NOS","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204222005","Congenital eye anomalies NOS","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204262009","Congenital ear anomaly NOS","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204338002","Other congenital heart anomalies","C0158611","Other congenital heart anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204405005","Congenital heart anomaly NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204413006","Congenital heart anomaly NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204414000","Other congenital circulatory system anomalies","C0158625","Other congenital circulatory system anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204494001","[X]Congenital malformation of circulatory system, unspecified","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204507004","Circulatory system anomaly NOS","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204592004","Respiratory system anomaly NOS","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204610002","Cleft palate and lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204611003","Cleft palate with cleft lip, unspecified","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204622004","Cleft palate with cleft lip NOS","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204624003","Other congenital upper alimentary tract anomalies","C2910173","Other congenital upper alimentary tract anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204684000","Other congenital digestive system anomaly","C0158678","Other congenital malformations of the digestive system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204820005","Digestive system anomalies NOS","C0266015","Congenital digestive system anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204821009","Congenital malformation of genital organs","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","204937002","Genital organ anomaly NOS","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205028008","Urinary system anomalies NOS","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205033007","Certain congenital musculoskeletal deformities","C0158709","Certain congenital musculoskeletal deformities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205116003","Other congenital musculoskeletal deformity","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205118002","Other congenital limb anomalies","C0158732","Other congenital limb anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205407005","Other congenital musculoskeletal anomalies","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205589009","Integument anomalies NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205610005","Integument anomalies NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205724000","Chromosomal anomalies NOS","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205729005","Conditions due to anomaly of unspecified chromosome NOS","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205730000","Other and unspecified congenital anomalies","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205839007","Other anomalies NOS","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205842001","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205845004","[X]Congenital malformations of the nervous system","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205854001","[X]Congenital malformations of eye, ear, face and neck","C0477977","Congenital malformations of eye, ear, face and neck",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205871000","[X]Congenital malformations of the circulatory system","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205893005","[X]Congenital malformation of circulatory system, unspecified","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205894004","[X]Congenital malformations of the respiratory system","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205902007","Cleft palate and lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205905009","[X]Other congenital malformations of the digestive system","C0158678","Other congenital malformations of the digestive system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205925008","[X]Congenital malformations of genital organs","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205939008","[X]Congenital malformations of the urinary system","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205973003","[X]Other congenital malformations","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","205999005","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","21390004","Developmental abnormality","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","231789000","Congenital anomaly of the globe","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","253210009","Congenital anomaly of the globe","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","253819001","Congenital malformation of genital organs","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","253859003","Congenital malformation of the urinary system","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","253983005","Cheilopalatoschisis","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268191000","Circulatory system anomaly NOS","C0478013","Congenital malformation of circulatory system, unspecified",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268238001","Certain congenital musculoskeletal deformities","C0158709","Certain congenital musculoskeletal deformities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268249007","Other musculoskeletal deformity","C0158773","Other congenital musculoskeletal anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268291009","Integument anomalies NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268310007","Congenital eye anomaly NOS","C0015393","Eye Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268311006","Congenital anomaly of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268312004","Congenital ear anomaly NOS","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268315002","Congenital heart defect","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268315002","Congenital heart disease","C0152021","Congenital heart disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268318000","Congenital heart anomaly NOS","C0018798","Congenital Heart Defects",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268321003","Congen. resp. anomalies NOS","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268329001","Congenital urinary anomalies","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268353007","Other congenital anomalies","C0158795","Other and unspecified congenital anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268354001","Congen.integument anomalies","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268355000","Congen.integument anomaly NOS","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","268359006","Congenital anomaly NOS","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","275259005","Congenital malformation of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","275260000","Congenital malformation of the respiratory system","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","276654001","Congenital malformation","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","276655000","Congenital deformity","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","304086001","Cleft palate with cleft lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","38164009","Congenital anomaly of integument","C3536895","Congenital anomaly of integument (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","385297003","Congenital deformity","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","409709004","Chromosomal disorder","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","41859001","Congenital anomaly of genital organ","C0158687","Congenital malformation of genital organs",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","443341004","Congenital anomaly","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","47028006","Congenital hiatus hernia","C0158674","Congenital hiatus hernia",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","66091009","Congenital abnormality","C0000768","Congenital Abnormality",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","66948001","Cleft palate with cleft lip","C0158646","Cleft palate with cleft lip",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","67531005","Spina bifida","C0080178","Spina Bifida",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","69518005","Congenital anomaly of digestive system","C0266015","Congenital digestive system anomalies",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","73262007","Congenital abnormality of urinary system","C0158698","Congenital malformation of the urinary system",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","74345006","Congenital chromosomal disease","C0008626","Congenital chromosomal disease",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","77868001","Congenital anomaly of respiratory system","C0035238","Respiratory System Abnormalities",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","8380000","Congenital abnormality of ear","C0266589","Congenital ear anomaly NOS (disorder)",NA,"N/A"
"Major congenital anomalies","SNOMEDCT_US","88425004","Congenital anomaly of nervous system","C0497552","Congenital neurologic anomalies",NA,"N/A"
"Microcephaly","ICD10","Q02","Microcephaly","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","ICD10CM","Q02","Microcephaly","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","ICD10CM","Q02","hydromicrocephaly","C0266460","Hydromicrocephaly",NA,"N/A"
"Microcephaly","ICD9CM","742.1","Microcephalus","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","RCD2","P21..","Microcephalus","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","RCD2","P210.","Hydromicrocephaly","C0266460","Hydromicrocephaly",NA,"N/A"
"Microcephaly","RCD2","P211.","Micrencephaly","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","RCD2","P21z.","Microcephalus NOS","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","156893009","Microcephaly","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","1829003","Microcephalus","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","204029007","Hydromicrocephaly","C0266460","Hydromicrocephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","204030002","Micrencephaly","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","204031003","Microcephalus NOS","C0025958","Microcephaly",NA,"N/A"
"Microcephaly","SNOMEDCT_US","78071008","Hydromicrocephaly","C0266460","Hydromicrocephaly",NA,"N/A"
"Migraine","ICD10","G43","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD10","G43.0","Migraine without aura [common migraine]","C0338480","Common Migraine",NA,"N/A"
"Migraine","ICD10","G43.1","Migraine with aura [classical migraine]","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","ICD10","G43.3","Complicated migraine","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","ICD10","G43.8","Other migraine","C0477373","Other forms of migraine",NA,"N/A"
"Migraine","ICD10","G43.9","Migraine, unspecified","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD10CM","G43","Migraine","C0149931","Migraine Disorders",NA,"N/A"
"Migraine","ICD10CM","G43.0","Common migraine","C0338480","Common Migraine",NA,"N/A"
"Migraine","ICD10CM","G43.009","Migraine without aura NOS","C0338480","Common Migraine",NA,"N/A"
"Migraine","ICD10CM","G43.1","Migraine preceded or accompanied by transient focal neurological phenomena","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","ICD10CM","G43.1","Classical migraine","C1735856","Migraine with Typical Aura",NA,"N/A"
"Migraine","ICD10CM","G43.1","Migraine with prolonged aura","C0338483","Migraine with Prolonged Aura",NA,"N/A"
"Migraine","ICD10CM","G43.1","Basilar migraine","C0270860","Basilar-Type Migraine",NA,"N/A"
"Migraine","ICD10CM","G43.1","Retinal migraine","C0270861","Retinal migraine",NA,"N/A"
"Migraine","ICD10CM","G43.1","Migraine equivalents","C0262555","migraine; equivalent",NA,"N/A"
"Migraine","ICD10CM","G43.109","Migraine with aura NOS","C0154723","Migraine with Aura",NA,"N/A"
"Migraine","ICD10CM","G43.4","Hemiplegic migraine","C0270862","Hemiplegic migraine",NA,"N/A"
"Migraine","ICD10CM","G43.409","Hemiplegic migraine NOS","C0270862","Hemiplegic migraine",NA,"N/A"
"Migraine","ICD10CM","G43.5","Persistent migraine aura without cerebral infarction","C2349465","Persistent migraine aura without cerebral infarction",NA,"N/A"
